PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
-0.3139955362810089,0.009661533419101384,0.021980200219431797,-0.05118158957808024,0.03891202029517138,0.0734398432725257,0.013951904117617585,-0.004278657649974714,-0.021137738454818554
-0.1860154930716153,-0.08489639207695829,-0.07715725410296458,-0.022038670316424574,-0.13832445964107842,0.1368921507116543,0.013027853765525099,0.0017526210039723574,-0.049562490154554335
-0.14464567909785844,-0.07017789420681506,-0.0743692287714,0.0008513074170718202,-0.08610155158740654,0.11494683252963354,0.01459594344631961,-0.0003337021158033898,-0.037147576871011834
-0.3641964035185001,-0.009423233320536021,0.018427310867376735,-0.0782041078469118,-0.02541006490547521,0.09811628170321787,0.011757171377090637,-0.0020495666254703006,-0.030945822814520258
0.6453159165721808,-0.38341684146253313,-0.0132892824745897,-0.17634786029482927,0.08442977736319086,0.2908471377415041,-0.04280659392649806,-0.0026315798793066177,-0.08027050111321556
-0.3869808742599169,-0.017293968431966473,0.01621696888728734,-0.0922176411265102,-0.053931765634913885,0.11659521294236191,0.011327090691873104,-0.001830760813992989,-0.03169177680935346
-0.223406332090234,-0.2597138821278597,0.24277061813475084,-0.41507143075057723,0.005521056963946639,0.08590464032686312,-0.03765017990744837,0.009092067136762028,-0.04720623120305827
-0.2192086393954424,-0.09968430015094612,-0.07609345459051398,-0.0329341259473635,-0.17393413886500175,0.14125983048068866,0.011251138648817454,0.0020002310733695464,-0.043808065646263813
-0.3629160984021445,-0.008109345749030389,0.01789294347331073,-0.07934336077753089,-0.02306716397683765,0.10509694514697689,0.012404907940081153,-0.0029353606075416825,-0.026821641629267496
-0.3629160984021445,-0.008109345749030395,0.017892943473310722,-0.07934336077753093,-0.023067163976837675,0.10509694514697691,0.012404907940081167,-0.0029353606075415884,-0.026821641629267496
-0.2964902773948578,0.013965371584452437,0.024995543001391892,-0.03656161974901448,0.059344761693935946,0.0432044576232619,0.013035195231458558,-0.002699767985712757,-0.02872915270487354
0.22080575636070812,-0.41142488602579397,0.08092418261534519,-0.20353812417401262,-0.10586419433784888,-0.0242249259035129,-0.04718551515500554,0.014260612795286823,-0.00949791112921711
0.07824509242662624,-0.13353925690385854,-0.16132219265999012,0.09407391610766197,-0.1371363327949701,0.09471688773764458,0.015545898779171572,0.003001676131345227,-0.04758886494455354
-0.1287180425303829,-0.06842496013452701,-0.06731488047640884,0.022721895430132717,-0.06065761153615205,0.06786907516158862,0.012959243188403014,0.001131223901649764,-0.040845441541783906
-0.29649027739485795,0.013965371584452463,0.024995543001392263,-0.036561619749014417,0.0593447616939355,0.04320445762326218,0.01303519523145859,-0.002699767985712756,-0.02872915270487356
0.2795729407849445,-0.5513670867526571,0.4039730879336435,-0.5623678207532036,0.14580725817818566,-0.0953081876313603,-0.09705146070353884,0.019860512439963063,-0.013973205676282721
-0.20324934881715045,0.07140344712925649,0.020950976246124547,-0.010423999893303086,0.1848593735855843,0.05773415641094141,0.026833752233070916,-0.004124443842363521,-0.07499913575332201
-0.2860513627006177,0.020904332101603564,0.021713974212357476,-0.03969967058463448,0.06650062834055921,0.05748285831075935,0.014396913036488173,-0.002762568124380958,-0.035098984233871956
0.24444020073413714,-0.4072394295786451,0.08509705244453597,-0.19375177640620134,-0.07678391003405656,-0.033011529689600506,-0.0493704319677652,0.01323994415497357,-0.005658418535454211
-0.10677170233017397,-0.056639225262898676,-0.0701386745207198,0.02473475717007665,-0.038356489656199776,0.08083361902072911,0.015161745136719576,8.441580871309722e-05,-0.04275626026284876
0.26244674765239756,-0.3961862308566093,0.081084307613685,-0.1903338310743154,-0.06032649475001431,-0.027240371132663393,-0.04644477493355972,0.012820603880983444,-0.006853353779878568
0.13386786123846303,0.4688085445328266,-0.011470262429881506,-0.2341248265061289,-0.25148611751422634,-0.0024111945130079176,-0.03301972575752014,-0.020180252976585357,-0.01656148807823156
0.3881613738551797,0.4215360705318647,-0.09933860467052005,-0.13318681886935857,-0.2587395184439196,0.00019610184333424316,-0.02772108150616955,-0.022421142817955486,-0.0013515194465038463
-0.26016863341292806,0.05335344459652331,0.01243134826572772,-0.05121428767955445,0.10627560067097888,0.11098748632075982,0.025705899890482282,-0.0018607971445782673,-0.09147966156486727
